gspread_row;use_area;tool_name;repo_owner;repo_name;main_branch;total_commits;last_commit_check;fork_count;stars_count;watchers_count;license_name;primary_language;is_archived;open_issues;closed_issues
19;Data Processing;Spark;apache;Spark;master;30016;False;23822;29619;2109;Apache License 2.0;Scala;False;0;0
20;Data Processing;Dagster;dagster-io;dagster;master;7537;False;356;3221;65;Apache License 2.0;Python;False;578;2301
21;Data Validation;Cerberus;pyeve;cerberus;master;1145;False;211;2469;49;ISC License;Python;False;30;285
22;Data Visualization;dash;plotly;dash;dev;3651;False;1470;14481;400;MIT License;Python;False;421;579
24;Data Visualization;Facets;PAIR-code;facets;master;264;False;843;6568;276;Apache License 2.0;Jupyter Notebook;False;75;76
25;Data Visualization;Metabase;metabase;metabase;master;20590;False;3317;24774;635;Other;Clojure;False;2090;6788
26;Data Visualization;Redash;getredash;redash;master;7232;False;3240;18706;585;BSD 2-Clause "Simplified" License;Python;False;435;1646
27;Data Visualization;Superset;apache;superset;master;7437;False;7305;38454;1445;Apache License 2.0;Python;False;640;5596
29;Feature Store;Butterfree;quintoandar;butterfree;staging;271;False;20;147;79;Apache License 2.0;Python;False;2;9
30;Feature Store;ByteHub;bytehub-ai;bytehub;master;95;False;0;20;1;GNU General Public License v3.0;Python;False;0;2
31;Feature Store;Feast;feast-dev;feast;master;1641;False;306;1842;59;Apache License 2.0;Python;False;43;385
32;Hyperparameter Tuning;Hyperas;maxpumperla;hyperas;master;209;False;305;2089;62;MIT License;Python;True;88;158
33;Hyperparameter Tuning;Hyperopt;hyperopt;hyperopt;master;1172;False;883;5592;129;Other;Python;False;342;225
34;Hyperparameter Tuning;Katib;kubeflow;katib;master;809;False;263;978;65;Apache License 2.0;Jsonnet;False;68;560
35;Hyperparameter Tuning;optuna;optuna;optuna;master;9868;False;502;4529;132;MIT License;Python;False;140;630
36;Hyperparameter Tuning;Scikit Optimize;scikit-optimize;scikit-optimize;master;1561;False;404;2105;64;BSD 3-Clause "New" or "Revised" License;Python;False;176;370
38;Model Interpretability;Alibi;SeldonIO;alibi;master;266;False;127;983;43;Apache License 2.0;Python;False;79;94
39;Model Interpretability;InterpretML;interpretml;interpret;develop;1645;False;465;3735;143;MIT License;C++;False;66;126
40;Model Interpretability;LIME;marcotcr;lime;master;508;False;1434;8713;280;BSD 2-Clause "Simplified" License;JavaScript;False;56;446
41;Model Interpretability;SHAP;slundberg;shap;master;1927;False;1859;12587;241;MIT License;Jupyter Notebook;False;1041;522
43;Model Lifecycle;Mlflow;mlflow;mlflow;master;1993;False;2022;9305;269;Apache License 2.0;Python;False;610;1074
44;Model Lifecycle;ModelDB;VertaAI;modeldb;master;2725;False;235;1205;65;Apache License 2.0;Java;False;77;40
46;Model Lifecycle;Replicate;replicate;keepsake;main;788;False;56;1463;11;Apache License 2.0;Python;False;110;64
47;Model Lifecycle;Sacred;IDSIA;sacred;master;1305;False;319;3440;86;MIT License;Python;False;90;405
48;Model Serving;BentoML;bentoml;BentoML;master;1072;False;275;2431;48;Apache License 2.0;Python;False;100;310
49;Model Serving;BudgetML;ebhy;budgetml;main;96;False;48;1189;26;Apache License 2.0;Python;False;1;4
50;Model Serving;Cortex;cortexlabs;cortex;master;2104;False;573;7492;158;Apache License 2.0;Go;False;120;884
51;Model Serving;GraphPipe;oracle;graphpipe;master;29;True;108;720;57;Other;Makefile;True;12;1
52;Model Serving;KFServing;kubeflow;kfserving;master;759;False;379;904;44;Apache License 2.0;Jsonnet;False;164;552
53;Model Serving;PredictionIO;apache;attic-predictionio;develop;4495;True;2021;12508;772;Apache License 2.0;Scala;True;0;0
55;Model Serving;Streamlit;streamlit;streamlit;develop;4083;False;1248;14471;250;Apache License 2.0;Python;False;500;1225
56;Model Serving;TensorFlow Serving;tensorflow;serving;master;6064;False;1972;5018;241;Apache License 2.0;C++;False;78;1194
57;Model Serving;TorchServe;pytorch;serve;master;1271;False;285;1767;50;Apache License 2.0;Java;False;109;442
58;Optimization Tools;Dask;dask;dask;main;6502;False;1268;8308;239;BSD 3-Clause "New" or "Revised" License;Python;False;654;3003
59;Optimization Tools;DeepSpeed;microsoft;DeepSpeed;master;555;False;473;4878;106;MIT License;Python;False;204;248
60;Optimization Tools;Fiber;uber;fiber;master;66;False;99;889;23;Apache License 2.0;Python;False;13;8
61;Optimization Tools;Horovod;horovod;horovod;master;930;False;1820;11184;333;Other;Python;False;223;1550
62;Optimization Tools;Mahout;apache;mahout;trunk;4499;False;958;1920;240;Apache License 2.0;Java;False;0;0
64;Optimization Tools;Modin;modin-project;modin;master;1359;False;432;6038;107;Other;Python;False;499;1215
65;Optimization Tools;Petastorm;uber;petastorm;master;634;False;197;1141;40;Apache License 2.0;Python;False;118;116
67;Optimization Tools;Ray;ray-project;ray;master;8002;False;2603;15882;417;Apache License 2.0;Python;False;1392;5219
68;Optimization Tools;Singa;apache;singa;master;2265;False;630;2220;124;Apache License 2.0;C++;False;17;35
69;Optimization Tools;Tpot;EpistasisLab;tpot;master;2368;False;1399;7992;295;GNU Lesser General Public License v3.0;Python;False;211;596
70;Simplification Tools;Hermione;a3data;hermione;master;140;False;29;139;19;Apache License 2.0;Python;False;0;8
71;Simplification Tools;Koalas;databricks;koalas;master;1536;False;311;2790;166;Apache License 2.0;Python;False;96;440
72;Simplification Tools;Ludwig;ludwig-ai;ludwig;master;2123;False;908;7674;181;Apache License 2.0;Python;False;109;426
73;Simplification Tools;PyCaret;pycaret;pycaret;master;1737;False;746;3405;92;Other;Jupyter Notebook;False;200;651
74;Simplification Tools;TrainGenerator;jrieke;traingenerator;main;117;False;132;1001;38;MIT License;Python;False;7;3
75;Simplification Tools;Turi Create;apple;turicreate;main;1567;False;1101;10253;363;BSD 3-Clause "New" or "Revised" License;C++;False;461;1264
76;Visual Analysis and Debugging;Manifold;uber;manifold;master;170;True;107;1463;58;Apache License 2.0;JavaScript;False;31;36
77;Visual Analysis and Debugging;Netron;lutzroeder;netron;main;4356;False;1715;14370;240;MIT License;JavaScript;False;24;620
78;Visual Analysis and Debugging;Yellowbrick;DistrictDataLabs;yellowbrick;develop;853;False;488;3216;103;Apache License 2.0;Python;False;79;532
79;Workflow Tools;Argo;argoproj;argo-workflows;master;2445;False;1502;8449;177;Apache License 2.0;Go;False;376;2671
80;Workflow Tools;Couler;couler-proj;couler;master;164;False;40;455;15;Apache License 2.0;Python;False;21;23
81;Workflow Tools;Flyte;flyteorg;flyte;master;232;False;104;1396;272;Apache License 2.0;Python;False;258;457
82;Workflow Tools;Kale;kubeflow-kale;kale;master;638;False;69;362;12;Apache License 2.0;Python;False;50;58
83;Workflow Tools;Kedro;quantumblacklabs;kedro;master;1225;False;444;3825;90;Other;Python;False;37;424
84;Workflow Tools;Luigi;spotify;luigi;master;3993;False;2254;14525;501;Apache License 2.0;Python;False;53;843
85;Workflow Tools;Metaflow;Netflix;metaflow;master;223;False;367;4335;217;Apache License 2.0;Python;False;119;152
86;Workflow Tools;MLRun;mlrun;mlrun;development;1172;False;83;340;9;Other;Python;False;21;84
87;Workflow Tools;Prefect;PrefectHQ;prefect;master;13958;False;578;6264;137;Apache License 2.0;Python;False;283;1413
88;Workflow Tools;ZenML;maiot-io;zenml;main;1319;False;61;1141;23;Apache License 2.0;Python;False;8;29
